2025/12/19 16:10:20 INFO  : ds3/test/00c0a5b0b5780839679ddcede9da56df.npy: Copied (new)
2025/12/19 16:13:22 INFO  : ds6/train/1ea1131687f902487c50a6a8310cfdaa.npy: Copied (new)
2025/12/19 16:13:22 INFO  : ds6/train/218f0c39562dcafefd82383e9eaabc96.npy: Copied (new)
2025/12/19 16:13:22 INFO  : ds6/train/216a11cc37532679ae86faf8429c29bf.npy: Copied (new)
2025/12/19 16:13:22 INFO  : ds6/train/21f878f7bb05f42a7f8b9e0cdd7be939.npy: Copied (new)
2025/12/19 16:13:22 INFO  : ds6/train/2195746e8a112744dbfa86e7209723a0.npy: Copied (new)
2025/12/19 16:13:23 INFO  : ds6/train/239389ac0d5bb35e016061bf54c31829.npy: Copied (new)
2025/12/19 16:13:23 INFO  : ds6/train/2254eec1598d2f5f4172c43205d6b934.npy: Copied (new)
2025/12/19 16:13:23 INFO  : ds6/train/22daba3d24d66b1684cef738577c1e7c.npy: Copied (new)
2025/12/19 16:13:23 INFO  : ds6/train/2421c627420f107167435e97edf01768.npy: Copied (new)
2025/12/19 16:13:24 INFO  : ds6/train/24d52b65088b942db69794e7ca3496e1.npy: Copied (new)
2025/12/19 16:13:24 INFO  : ds6/train/23e90a7dbc68810cf0e582a74f71ac09.npy: Copied (new)
2025/12/19 16:13:24 INFO  : ds6/train/24ee14c968366fe1bd79412214195084.npy: Copied (new)
2025/12/19 16:13:24 INFO  : ds6/train/25b66b2dcca007e4114f3adeeab0d290.npy: Copied (new)
2025/12/19 16:13:24 INFO  : ds6/train/1fcc73cc43dbe9c5457b454e2d53004b.npy: Copied (new)
2025/12/19 16:13:24 INFO  : ds6/train/268f766cec304ac705d62b1e57fde246.npy: Copied (new)
2025/12/19 16:13:24 INFO  : ds6/train/2103e555393a813082a94a7d4914c5e3.npy: Copied (new)
2025/12/19 16:13:25 INFO  : ds6/train/27e86334b43e6c8043e16ec961201905.npy: Copied (new)
2025/12/19 16:13:25 INFO  : ds6/train/26330bce410c38e8a101555f00be002d.npy: Copied (new)
2025/12/19 16:13:25 INFO  : ds6/train/2affde300e2f260ebb95525b0be2a38f.npy: Copied (new)
2025/12/19 16:13:26 INFO  : ds6/train/28fd8769fe97a4a642d822bb1cd951e6.npy: Copied (new)
2025/12/19 16:13:26 INFO  : ds6/train/29b3d1d8ddd3634b564977506e69fd9c.npy: Copied (new)
2025/12/19 16:13:26 INFO  : ds6/train/29acc289eee42ab53d3603aab9afdd6b.npy: Copied (new)
2025/12/19 16:13:26 INFO  : ds6/train/2c239a9f4b4fe539a446f0bcc8842201.npy: Copied (new)
2025/12/19 16:13:26 INFO  : ds6/train/296d08185969a4c2004f27d77fa294b2.npy: Copied (new)
2025/12/19 16:13:26 INFO  : ds6/train/2b08330ab7582a9abc8c428aa8d85c9a.npy: Copied (new)
2025/12/19 16:13:27 INFO  : ds6/train/2f36105e45a40d6db0e42de58c5d337d.npy: Copied (new)
2025/12/19 16:13:27 INFO  : ds6/train/2cceaf6367cb1cfc5cdc2b63ce8937d8.npy: Copied (new)
2025/12/19 16:13:27 INFO  : ds6/train/2f225aa622c0f8adc30495a1b2c56406.npy: Copied (new)
2025/12/19 16:13:28 INFO  : ds6/train/3064d36d3b827ec9daf439bbbddbefc5.npy: Copied (new)
2025/12/19 16:13:28 INFO  : ds6/train/2f51d2ed2ef80595e5fc0e790b23a023.npy: Copied (new)
2025/12/19 16:13:28 INFO  : ds6/train/3405e89ab82c73b90e2ad859df41ec85.npy: Copied (new)
2025/12/19 16:13:28 INFO  : ds6/train/2f70b88d4e1fb31bd92c8dd1ef48e6a9.npy: Copied (new)
2025/12/19 16:13:28 INFO  : ds6/train/31d699142f00211c6568752d421572c7.npy: Copied (new)
2025/12/19 16:13:28 INFO  : ds6/train/2d29667a455a2d315ba65a8699cc9e03.npy: Copied (new)
2025/12/19 16:13:28 INFO  : ds6/train/306e6e483c4549da2375d32530209c44.npy: Copied (new)
2025/12/19 16:13:28 INFO  : ds6/train/30ac40dcc344f10f885804b37e4677bf.npy: Copied (new)
2025/12/19 16:13:29 INFO  : ds6/train/35671279cd6d27d846c25aabe96ed615.npy: Copied (new)
2025/12/19 16:13:29 INFO  : ds6/train/3683713b048d9971a7f231b7c92fefd0.npy: Copied (new)
2025/12/19 16:13:30 INFO  : ds6/train/36a0b614a36b4fa8434e436aabbc12a9.npy: Copied (new)
2025/12/19 16:13:30 INFO  : ds6/train/36337b4dd8fad4254e2d5011f4059fd5.npy: Copied (new)
2025/12/19 16:13:30 INFO  : ds6/train/3832ab3c56b18ba0f97e6933d77f76d5.npy: Copied (new)
2025/12/19 16:13:30 INFO  : ds6/train/37206f734c16bb9b7e6b9d89c1a891ea.npy: Copied (new)
2025/12/19 16:13:30 INFO  : ds6/train/37c2ae5c5a40a567eadb7e656d3aafaf.npy: Copied (new)
2025/12/19 16:13:30 INFO  : ds6/train/35758d614f2522527cbe03c7935e247d.npy: Copied (new)
2025/12/19 16:13:31 INFO  : ds6/train/3a254964affd533fcc41152dbfd66d6e.npy: Copied (new)
2025/12/19 16:13:31 INFO  : ds6/train/3acd1d133718db305690d111e6847316.npy: Copied (new)
2025/12/19 16:13:31 INFO  : ds6/train/34c2c1a816875260cd9a9cca4fdd2a28.npy: Copied (new)
2025/12/19 16:13:31 INFO  : ds6/train/3be784382e808eef41ec16d6477a08d4.npy: Copied (new)
2025/12/19 16:13:31 INFO  : ds6/train/3c0f78d18ed2e8f302d4012ac0851a7e.npy: Copied (new)
2025/12/19 16:13:32 INFO  : ds6/train/3c296621f8d4f20305d9cea531c88ef7.npy: Copied (new)
2025/12/19 16:13:32 INFO  : ds6/train/3ea9b3e5e8a49c3815b2d061cc4b37e4.npy: Copied (new)
2025/12/19 16:13:32 INFO  : ds6/train/2cf0eeca2ce7da6f799e85553c43d8e4.npy: Copied (new)
2025/12/19 16:13:32 INFO  : ds6/train/3e52f16152fad860c8c724221a0d3197.npy: Copied (new)
2025/12/19 16:13:32 INFO  : ds6/train/3fe4c3fb1245d7f1cda2f73ff4f566ef.npy: Copied (new)
2025/12/19 16:13:33 INFO  : ds6/train/3f792560b3b46e038f91c30ce3919125.npy: Copied (new)
2025/12/19 16:13:33 INFO  : ds6/train/425e7701f864632d03e312698a8304af.npy: Copied (new)
2025/12/19 16:13:33 INFO  : ds6/train/41cad79a55ea15cda438ca37153e307b.npy: Copied (new)
2025/12/19 16:13:33 INFO  : ds6/train/42fcf2f9f7377b5455bf7acc0478cce4.npy: Copied (new)
2025/12/19 16:13:33 INFO  : ds6/train/3e36c7962b62f30d5ac3526829a57de0.npy: Copied (new)
2025/12/19 16:13:34 INFO  : ds6/train/433a80a7bad210ad1b3355a441810ed7.npy: Copied (new)
2025/12/19 16:13:34 INFO  : ds6/train/423522aa3248f2ef95eb477b0894750c.npy: Copied (new)
2025/12/19 16:13:35 INFO  : ds6/train/37d80825fa902c309f4548a4c00535b9.npy: Copied (new)
2025/12/19 16:13:35 INFO  : ds6/train/42e1851d88373e1d9ce0e9b5796a8323.npy: Copied (new)
2025/12/19 16:13:35 INFO  : ds6/train/484100bb4ef1c384fbbff8664965df5a.npy: Copied (new)
2025/12/19 16:13:35 INFO  : ds6/train/482d5a1e49a19061970a39f204a29b2c.npy: Copied (new)
2025/12/19 16:13:35 INFO  : ds6/train/465aedf3f3b7473cb088cd06bdcd151e.npy: Copied (new)
2025/12/19 16:13:35 INFO  : ds6/train/454493390d4850d74b0196a0f1b29e22.npy: Copied (new)
2025/12/19 16:13:35 INFO  : ds6/train/489f1f51ce2bee673d745570b3102068.npy: Copied (new)
2025/12/19 16:13:35 INFO  : ds6/train/48a9fc3a797b689d06965a8148a08319.npy: Copied (new)
2025/12/19 16:13:35 INFO  : ds6/train/493ff2c9bfd5ef497d5cab9f2424bc40.npy: Copied (new)
2025/12/19 16:13:35 INFO  : ds6/train/4a6345fafe2fee214096e6ab8e37a313.npy: Copied (new)
2025/12/19 16:13:36 INFO  : ds6/train/4c1b44545b67117128c2a20b9bbe718e.npy: Copied (new)
2025/12/19 16:13:36 INFO  : ds6/train/4c8e296d2aa8471354c91f1146dcffdc.npy: Copied (new)
2025/12/19 16:13:37 INFO  : ds6/train/4e107958e31a0e18a69b9fd6b92c0b69.npy: Copied (new)
2025/12/19 16:13:37 INFO  : ds6/train/503b2218bd6cdad2f04e946af9a71487.npy: Copied (new)
2025/12/19 16:13:37 INFO  : ds6/train/4ed3122e3aac2824f8a7cd82475080f0.npy: Copied (new)
2025/12/19 16:13:38 INFO  : ds6/train/5085680e0de1add6e959e5c6d17c4c84.npy: Copied (new)
2025/12/19 16:13:38 INFO  : ds6/train/50290b5c6466f4d86e164b2b85257754.npy: Copied (new)
2025/12/19 16:13:38 INFO  : ds6/train/4efbae8862c232d58a7bdacc1bf6c75a.npy: Copied (new)
2025/12/19 16:13:38 INFO  : ds6/train/51e43f0e025172fc968bba8f9af09e04.npy: Copied (new)
2025/12/19 16:13:38 INFO  : ds6/train/5099eda3a2a6373db56b7c2a7f3bee54.npy: Copied (new)
2025/12/19 16:13:38 INFO  : ds6/train/51d5bf084eb217d9bb1592e18265969c.npy: Copied (new)
2025/12/19 16:13:38 INFO  : ds6/train/52650496b131951e2e725fb722abeb52.npy: Copied (new)
2025/12/19 16:13:38 INFO  : ds6/train/467745ba0a588484773026802f194765.npy: Copied (new)
2025/12/19 16:13:38 INFO  : ds6/train/4dcbe31010833411dc628424590b4112.npy: Copied (new)
2025/12/19 16:13:39 INFO  : ds6/train/53404a81231b35c18413086fe9e3f84b.npy: Copied (new)
2025/12/19 16:13:39 INFO  : ds6/train/54ab7c8e14e491a1526d4980a054ac40.npy: Copied (new)
2025/12/19 16:13:40 INFO  : ds6/train/55459c8aa3ebf8ec832031dea4021a96.npy: Copied (new)
2025/12/19 16:13:40 INFO  : ds6/train/5508b6ad39ca70b9bafb6124a710f60c.npy: Copied (new)
2025/12/19 16:13:40 INFO  : ds6/train/5408f14c6998101b30a4bbefc417a235.npy: Copied (new)
2025/12/19 16:13:40 INFO  : ds6/train/5856c1882bc3304d0223a9b7e6f7456a.npy: Copied (new)
2025/12/19 16:13:40 INFO  : ds6/train/581b27d6a4d5424747eac7f5d1c94a25.npy: Copied (new)
2025/12/19 16:13:40 INFO  : ds6/train/5b3f8e95050d0a1ba95a0ae87eeac370.npy: Copied (new)
2025/12/19 16:13:40 INFO  : ds6/train/59b2bd13f46ba4157d8f5ce069f835e8.npy: Copied (new)
2025/12/19 16:13:40 INFO  : ds6/train/585c3911420d579eba8682999f180ede.npy: Copied (new)
2025/12/19 16:13:41 INFO  : ds6/train/5a4ac9d30c1b656a26db05abe584e3d4.npy: Copied (new)
2025/12/19 16:13:41 INFO  : ds6/train/5bfc419dbff8b67d77a8cfb449cb74e8.npy: Copied (new)
2025/12/19 16:13:41 INFO  : ds6/train/5cdb1ecdae11ab65d87ece4f54b93f1d.npy: Copied (new)
2025/12/19 16:13:42 INFO  : ds6/train/587144317cae9ece4d8e33448b80040f.npy: Copied (new)
2025/12/19 16:13:42 INFO  : ds6/train/5bed21e7b25aff5888f0a6b5a74080f5.npy: Copied (new)
2025/12/19 16:13:42 INFO  : ds6/train/5eb5fa301f8c9470a97ef2d7326ab8b3.npy: Copied (new)
2025/12/19 16:13:42 INFO  : ds6/train/635f483038856b7264db9681c1a77f70.npy: Copied (new)
2025/12/19 16:13:43 INFO  : ds6/train/5db5ad45fdb8bf6ecd1987ac955cd6be.npy: Copied (new)
2025/12/19 16:13:43 INFO  : ds6/train/61b0d413d058cd439b8fff9171828fca.npy: Copied (new)
2025/12/19 16:13:43 INFO  : ds6/train/634dbf49202c1b9a820fd2da2d727375.npy: Copied (new)
2025/12/19 16:13:43 INFO  : ds6/train/645202bb4aeca40954647b51c7a64e48.npy: Copied (new)
2025/12/19 16:13:43 INFO  : ds6/train/64f844780b62f8f20cc5fb8bdd28b6f7.npy: Copied (new)
2025/12/19 16:13:43 INFO  : ds6/train/60d8d7c63fb07822638d5813ed5c113d.npy: Copied (new)
2025/12/19 16:13:43 INFO  : ds6/train/5f11c1f705ed5a8ece6d4741526a0344.npy: Copied (new)
2025/12/19 16:13:44 INFO  : ds6/train/647776b180e643e6d1b028b6fa8e24c4.npy: Copied (new)
2025/12/19 16:13:44 INFO  : ds6/train/5f31eb2378fab556f7824aeb5f105807.npy: Copied (new)
2025/12/19 16:13:44 INFO  : ds6/train/6c097b35d1d01492e53e2f93ed20720e.npy: Copied (new)
2025/12/19 16:13:45 INFO  : ds6/train/6a3bb0f4b8f6c4033e22b5cad077c5af.npy: Copied (new)
2025/12/19 16:13:45 INFO  : ds6/train/6c31a090382d47646c414d74d05c9206.npy: Copied (new)
2025/12/19 16:13:45 INFO  : ds6/train/6681955df0b46b9dbe3bd4d298fe1753.npy: Copied (new)
2025/12/19 16:13:45 INFO  : ds6/train/6e7c201daadf2e269000498ae6f72040.npy: Copied (new)
2025/12/19 16:13:45 INFO  : ds6/train/6e44f5fbeb72d29c4bd4b6293423c420.npy: Copied (new)
2025/12/19 16:13:45 INFO  : ds6/train/6d91947374e8cce19b28c336eeb6ce60.npy: Copied (new)
2025/12/19 16:13:46 INFO  : ds6/train/6e67d9b0bafae4fbe9496fd4bc57edde.npy: Copied (new)
2025/12/19 16:13:46 INFO  : ds6/train/6eec9c2c2d4f8b3bdd545ba4e6a8972a.npy: Copied (new)
2025/12/19 16:13:46 INFO  : ds6/train/679571b06817275ab9c5b20baca84ade.npy: Copied (new)
2025/12/19 16:13:46 INFO  : ds6/train/6fc4f24bda291a84a561d6b70139d241.npy: Copied (new)
2025/12/19 16:13:46 INFO  : ds6/train/70a275c4bc481f07048cf4069ac3b8f9.npy: Copied (new)
2025/12/19 16:13:47 INFO  : ds6/train/70a1c972d7bec86e2d785230f6d4e4d8.npy: Copied (new)
2025/12/19 16:13:47 INFO  : ds6/train/6eb16802fe2b960b0fe8fa2b93d7da17.npy: Copied (new)
2025/12/19 16:13:47 INFO  : ds6/train/713724178d73bd6fddd3f7357bcd58c1.npy: Copied (new)
2025/12/19 16:13:48 INFO  : ds6/train/73c580204d06e02a147a195be0c4b007.npy: Copied (new)
2025/12/19 16:13:48 INFO  : ds6/train/7155b69a3c2f399815285153c4bc5c31.npy: Copied (new)
2025/12/19 16:13:48 INFO  : ds6/train/749b13a8726584dfbeaca920864e0ac4.npy: Copied (new)
2025/12/19 16:13:48 INFO  : ds6/train/7227971e6a3cd3c085234cfa1088f2d4.npy: Copied (new)
2025/12/19 16:13:48 INFO  : ds6/train/78d0ed26ff399f63138d62b3ec20ebbf.npy: Copied (new)
2025/12/19 16:13:48 INFO  : ds6/train/796eb19dbd6aa203fe23a75b9882d9fe.npy: Copied (new)
2025/12/19 16:13:48 INFO  : ds6/train/77d58a2b99da985035f1bf4fe2687385.npy: Copied (new)
2025/12/19 16:13:48 INFO  : ds6/train/7963e51bad7b4c941b7fee410b0a670c.npy: Copied (new)
2025/12/19 16:13:49 INFO  : ds6/train/79aad38379d0c201d5c88a76f940df85.npy: Copied (new)
2025/12/19 16:13:50 INFO  : ds6/train/7ba9e9dd3768dd7e1964b887d6e361ad.npy: Copied (new)
2025/12/19 16:13:50 INFO  : ds6/train/76d214315a2005094a389af3c9241e8c.npy: Copied (new)
2025/12/19 16:13:50 INFO  : ds6/train/7a19d620242ca35f029dbef3fa84b30f.npy: Copied (new)
2025/12/19 16:13:50 INFO  : ds6/train/7d96c7dba8a7cae0844dc2f843368c80.npy: Copied (new)
2025/12/19 16:13:50 INFO  : ds6/train/7e31197c3afdaf2e3cf260876f5b0d8e.npy: Copied (new)
2025/12/19 16:13:50 INFO  : ds6/train/7cb375412f5083e22ec501b5f0bfbc25.npy: Copied (new)
2025/12/19 16:13:50 INFO  : ds6/train/7e2b6ca78f6be7a0a11a0b9c77ae8dec.npy: Copied (new)
2025/12/19 16:13:51 INFO  : ds6/train/7e5f17663a68e0d01517a25de7a02bad.npy: Copied (new)
2025/12/19 16:13:51 INFO  : ds6/train/7e7e1ef7c5a3838f51426562feeaf8ea.npy: Copied (new)
2025/12/19 16:13:51 INFO  : ds6/train/7e83f1cb303d44c44438dd619d608ddb.npy: Copied (new)
2025/12/19 16:13:52 INFO  : ds6/train/809d8b1a45bceecb730b821f5bbaca06.npy: Copied (new)
2025/12/19 16:13:52 INFO  : ds6/train/7dd69b52ddd8b096207dd2465d6f810d.npy: Copied (new)
2025/12/19 16:13:52 INFO  : ds6/train/818d82d7f757dd9d9e136a6ff52857e3.npy: Copied (new)
2025/12/19 16:13:52 INFO  : ds6/train/7f13a4bba3e3d7782183b888817d6409.npy: Copied (new)
2025/12/19 16:13:52 INFO  : ds6/train/71dec15a03fde8b36f7f6db9dc402613.npy: Copied (new)
2025/12/19 16:13:53 INFO  : ds6/train/80925aca0f879009b0fd17c667cdb8fc.npy: Copied (new)
2025/12/19 16:13:53 INFO  : ds6/train/80d3215078a82f55938a5eab98ed8dda.npy: Copied (new)
2025/12/19 16:13:53 INFO  : ds6/train/8469ec871dd197a3a807ba0b80a8963c.npy: Copied (new)
2025/12/19 16:13:53 INFO  : ds6/train/7db46d41eef96c60b2fe887b55666000.npy: Copied (new)
2025/12/19 16:13:54 INFO  : ds6/train/839087e9856942724073ed006f8555c8.npy: Copied (new)
2025/12/19 16:13:54 INFO  : ds6/train/84a976b00e3068995b7cd42831f0a4e0.npy: Copied (new)
2025/12/19 16:13:54 INFO  : ds6/train/85635bb4c2487e691d3ee2c2d385cee3.npy: Copied (new)
2025/12/19 16:13:55 INFO  : ds6/train/8532978e7c583c663d5e5e03814bc727.npy: Copied (new)
2025/12/19 16:13:55 INFO  : ds6/train/85f848c449ca68b5b06a022620bb1000.npy: Copied (new)
2025/12/19 16:13:55 INFO  : ds6/train/8580bc43ba8782e625e0cbab33435931.npy: Copied (new)
2025/12/19 16:13:55 INFO  : ds6/train/8628d252ce90d3470f8deba4a3ce9585.npy: Copied (new)
2025/12/19 16:13:55 INFO  : ds6/train/86af34130e811335c3b39d660f961870.npy: Copied (new)
2025/12/19 16:13:55 INFO  : ds6/train/87133c94cc9946676029ed236f15efb0.npy: Copied (new)
2025/12/19 16:13:56 INFO  : ds6/train/873a958fa8dc8809e71a2f900b5c8b5f.npy: Copied (new)
2025/12/19 16:13:56 INFO  : ds6/train/8ab17ccfd0a0c4795fdda36864d6b9b9.npy: Copied (new)
2025/12/19 16:13:56 INFO  : ds6/train/89714d200d448f0d20a38731bb7b1320.npy: Copied (new)
2025/12/19 16:13:56 INFO  : ds6/train/805e66920365391d59d4b5835c6c330f.npy: Copied (new)
2025/12/19 16:13:57 INFO  : ds6/train/891a0ef9c72695d446fdc82962074dd0.npy: Copied (new)
2025/12/19 16:13:57 INFO  : ds6/train/818c696ba70f05fa6701ff85108986e7.npy: Copied (new)
2025/12/19 16:13:57 INFO  : ds6/train/8c0d1a887ae3ad9f6d49f275e6cf26a9.npy: Copied (new)
2025/12/19 16:13:57 INFO  : ds6/train/8f420cd20f1fc17d326e4ac0d2d09275.npy: Copied (new)
2025/12/19 16:13:58 INFO  : ds6/train/8cf6c865cdbabf99585f032a22a4db6b.npy: Copied (new)
2025/12/19 16:13:58 INFO  : ds6/train/8c86ddd71f1d59909a48531c8cb34690.npy: Copied (new)
2025/12/19 16:13:58 INFO  : ds6/train/85e367d717ec2457cdc68b13cd54c247.npy: Copied (new)
2025/12/19 16:13:58 INFO  : ds6/train/90eacaad36d1613ace3cd0967b706f18.npy: Copied (new)
2025/12/19 16:13:58 INFO  : ds6/train/8fdd189b50785e9f24cf5d556831a7d2.npy: Copied (new)
2025/12/19 16:13:59 INFO  : ds6/train/91e8c30cade4618cce3a3008007706e2.npy: Copied (new)
2025/12/19 16:13:59 INFO  : ds6/train/8ba019997738634f522fb0d4e3c27c04.npy: Copied (new)
2025/12/19 16:13:59 INFO  : ds6/train/93ab6103308d8f2906d09690561102cf.npy: Copied (new)
2025/12/19 16:13:59 INFO  : ds6/train/96fe4c3d981db1daddf6dd4a87d2478f.npy: Copied (new)
2025/12/19 16:14:00 INFO  : ds6/train/8d28a04ccfc6c501d2d4995734eee4a4.npy: Copied (new)
2025/12/19 16:14:00 INFO  : ds6/train/93faca1b436352be5d45be5c1b854581.npy: Copied (new)
2025/12/19 16:14:00 INFO  : ds6/train/97fe1d1d67cb01f43f9516f0ec2c33af.npy: Copied (new)
2025/12/19 16:14:00 INFO  : ds6/train/99b64ed6e8706fa783f647d607417457.npy: Copied (new)
2025/12/19 16:14:00 INFO  : ds6/train/97240d06c010f21805929aa664fdfbc9.npy: Copied (new)
2025/12/19 16:14:00 INFO  : ds6/train/98795a451922b0703f4263de84363071.npy: Copied (new)
2025/12/19 16:14:01 INFO  : ds6/train/9b6a7cdeeff6c3ace7a3185dcdacecfe.npy: Copied (new)
2025/12/19 16:14:01 INFO  : ds6/train/91fe59c432290d711c4107de164d02c6.npy: Copied (new)
2025/12/19 16:14:01 INFO  : ds6/train/988f31da45e939bed45923280bcdad12.npy: Copied (new)
2025/12/19 16:14:01 INFO  : ds6/train/9cf1771636c527bd9201c6e2ac5803ae.npy: Copied (new)
2025/12/19 16:14:02 INFO  : ds6/train/9e1469e698754c31809b902984a4a597.npy: Copied (new)
2025/12/19 16:14:02 INFO  : ds6/train/9d86b134ec0bd2b3fda9d4a7548b7da8.npy: Copied (new)
2025/12/19 16:14:02 INFO  : ds6/train/9cec2ecf38e758db930336e33445b9db.npy: Copied (new)
2025/12/19 16:14:02 INFO  : ds6/train/9e9d24dabc353ba2e14e6c1bdf61bb83.npy: Copied (new)
2025/12/19 16:14:02 INFO  : ds6/train/9b840e235632defb9d70c52ce940774e.npy: Copied (new)
2025/12/19 16:14:02 INFO  : ds6/train/9cac3db39b09714efa35ee19f1f86cf9.npy: Copied (new)
2025/12/19 16:14:02 INFO  : ds6/train/9eb3210495cec9918b0837411293189e.npy: Copied (new)
2025/12/19 16:14:02 INFO  : ds6/train/9eb60860eabb1ee7d812282d11fbc0e7.npy: Copied (new)
2025/12/19 16:14:03 INFO  : ds6/train/a004317280ade30ed45ff7e09aa06ee6.npy: Copied (new)
2025/12/19 16:14:03 INFO  : ds6/train/9fd2aa815170e1f466c2e3fb2b9db9b2.npy: Copied (new)
2025/12/19 16:14:04 INFO  : ds6/train/a2382c352768b199861df5ede0135388.npy: Copied (new)
2025/12/19 16:14:04 INFO  : ds6/train/a4315fee205eb17271d200fd1cd7a109.npy: Copied (new)
2025/12/19 16:14:04 INFO  : ds6/train/a0f255694710882ec32ab56b1899e425.npy: Copied (new)
2025/12/19 16:14:04 INFO  : ds6/train/a1f74e757e1b4d4607516d692f6798d0.npy: Copied (new)
2025/12/19 16:14:05 INFO  : ds6/train/a5eb0fa2840e1a3c48615ea8cc7e096e.npy: Copied (new)
2025/12/19 16:14:05 INFO  : ds6/train/a5c4c26ae280afa96fca7cf387631035.npy: Copied (new)
2025/12/19 16:14:05 INFO  : ds6/train/a843d9bcae870ad0ab19020a89db40c7.npy: Copied (new)
2025/12/19 16:14:05 INFO  : ds6/train/a5e4fd8ef1485e39d013f96ebb35ef86.npy: Copied (new)
2025/12/19 16:14:05 INFO  : ds6/train/a0d19d80658b80c1b6a4ba534da98974.npy: Copied (new)
2025/12/19 16:14:06 INFO  : ds6/train/ab94718bcef4a0a0beecaa9282d3c72d.npy: Copied (new)
2025/12/19 16:14:06 INFO  : ds6/train/a016f0a810f895c4148ae8edb92b8ca0.npy: Copied (new)
2025/12/19 16:14:06 INFO  : ds6/train/a99af28f18217fab20b3d2a4bc3579d8.npy: Copied (new)
2025/12/19 16:14:06 INFO  : ds6/train/aa40786264b55cbda58c997310721bc5.npy: Copied (new)
2025/12/19 16:14:06 INFO  : ds6/train/ab6cb262489147ee5fb3c5477d155d62.npy: Copied (new)
2025/12/19 16:14:06 INFO  : ds6/train/a0118beff87e0fb40f82b98ea610040b.npy: Copied (new)
2025/12/19 16:14:06 INFO  : ds6/train/abdcd76d90d26dc3535c9105c9890978.npy: Copied (new)
2025/12/19 16:14:06 INFO  : ds6/train/ac0173bccd1a121e9fc1466b3e8ca28a.npy: Copied (new)
2025/12/19 16:14:07 INFO  : ds6/train/ac04077b081d7c4a9bfc257456efe834.npy: Copied (new)
2025/12/19 16:14:07 INFO  : ds6/train/ad9605568640d9ec910f02fec827a032.npy: Copied (new)
2025/12/19 16:14:07 INFO  : ds6/train/ae58179fe43567d8616101d63e6155ca.npy: Copied (new)
2025/12/19 16:14:07 INFO  : ds6/train/b0ecb8d490b07552f9674ae41efba0b1.npy: Copied (new)
2025/12/19 16:14:08 INFO  : ds6/train/b77be0d0c2dbf3ad4d9046cbcc8c75e2.npy: Copied (new)
2025/12/19 16:14:08 INFO  : ds6/train/b43a4f9d5f767ffd44e3ddf8e5ccd756.npy: Copied (new)
2025/12/19 16:14:09 INFO  : ds6/train/b7f5d2d637d1a6278cf477d284e88568.npy: Copied (new)
2025/12/19 16:14:09 INFO  : ds6/train/b2e554d2e353d2616dd21e589264043c.npy: Copied (new)
2025/12/19 16:14:09 INFO  : ds6/train/b8933374093d120f58ca0d70c88a623b.npy: Copied (new)
2025/12/19 16:14:09 INFO  : ds6/train/b659acd65c9dc452005fd3654fd5fed7.npy: Copied (new)
2025/12/19 16:14:09 INFO  : ds6/train/b6d9aa7f1a2add2fea22d331e01bc3b9.npy: Copied (new)
2025/12/19 16:14:10 INFO  : ds6/train/b80928405cfaec1e018a6c5b2e341d60.npy: Copied (new)
2025/12/19 16:14:10 INFO  : ds6/train/b19777b8fab88b2125a8aee8711985e8.npy: Copied (new)
2025/12/19 16:14:10 INFO  : ds6/train/ae7ea8deacd6ebd550000b095e95ce57.npy: Copied (new)
2025/12/19 16:14:10 INFO  : ds6/train/b8ece4f2f1c241195d923e7e296069ed.npy: Copied (new)
2025/12/19 16:14:10 INFO  : ds6/train/b8ebc3707ded240ee2f3c540daf0b63a.npy: Copied (new)
2025/12/19 16:14:11 INFO  : ds6/train/ba22f17bf372b8884fb53d09b7852954.npy: Copied (new)
2025/12/19 16:14:11 INFO  : ds6/train/baa0250e5285f2898d11ca38affb9288.npy: Copied (new)
2025/12/19 16:14:11 INFO  : ds6/train/ba6cc03a469f723a1f8b71188bed75d9.npy: Copied (new)
2025/12/19 16:14:11 INFO  : ds6/train/bc0949c7341a11b2565bc0a38b624221.npy: Copied (new)
2025/12/19 16:14:11 INFO  : ds6/train/b961cd8dc5d67527c302a5d6884770fb.npy: Copied (new)
2025/12/19 16:14:11 INFO  : ds6/train/bbd5c8cb5f40ea51099f4c6e17f5b9a6.npy: Copied (new)
2025/12/19 16:14:12 INFO  : ds6/train/b578ec2622a92ec5e8e139b82a170bf7.npy: Copied (new)
2025/12/19 16:14:12 INFO  : ds6/train/bd827ef9912aa92bb0972e6f855eb7f6.npy: Copied (new)
2025/12/19 16:14:12 INFO  : ds6/train/bd87fb5551e07a1a138008d03268d521.npy: Copied (new)
2025/12/19 16:14:12 INFO  : ds6/train/be0796898e177a85cb62c61b324a80dd.npy: Copied (new)
2025/12/19 16:14:12 INFO  : ds6/train/bf08b1e3b30099511866dcb297799bba.npy: Copied (new)
2025/12/19 16:14:13 INFO  : ds6/train/bff7c972d1e3665032546df46d151e86.npy: Copied (new)
2025/12/19 16:14:13 INFO  : ds6/train/bf818f6ab7c0dc00342d62e8185dae68.npy: Copied (new)
2025/12/19 16:14:13 INFO  : ds6/train/bfad0d927500faac03053c5eb8ebbbfa.npy: Copied (new)
2025/12/19 16:14:14 INFO  : ds6/train/bd4736bcbf0b1bc5fb5f33a3ebb437e2.npy: Copied (new)
2025/12/19 16:14:14 INFO  : ds6/train/bf49e32db37156d5ed85dc330c63ad56.npy: Copied (new)
